"sales_order_id";"order_date";"ship_date";"due_date";"customer_id";"tax_amount";"freight"
"52493";"2025-01-17";"2025-01-24";"2025-01-29";"16005";"5.5992";"1.7498"
"52494";"2025-01-17";"2025-01-24";"2025-01-29";"18967";"10.6376";"3.3243"
"52495";"2025-01-17";"2025-01-24";"2025-01-29";"27283";"9.5984";"2.9995"
"52496";"2025-01-17";"2025-01-24";"2025-01-29";"18384";"8.2784";"2.5870"
"52497";"2025-01-17";"2025-01-24";"2025-01-29";"18687";"7.5584";"2.3620"
"52498";"2025-01-17";"2025-01-24";"2025-01-29";"27420";"5.5992";"1.7498"
"52499";"2025-01-17";"2025-01-24";"2025-01-29";"15414";"0.3992";"0.1248"
"52500";"2025-01-17";"2025-01-24";"2025-01-29";"15469";"3.1984";"0.9995"
"52501";"2025-01-17";"2025-01-24";"2025-01-29";"15330";"3.1984";"0.9995"
"52502";"2025-01-17";"2025-01-24";"2025-01-29";"13848";"4.9160";"1.5363"
"52503";"2025-01-17";"2025-01-24";"2025-01-29";"17105";"3.1984";"0.9995"
"52504";"2025-01-17";"2025-01-24";"2025-01-29";"19327";"0.3992";"0.1248"
"52505";"2025-01-17";"2025-01-24";"2025-01-29";"17092";"2.9816";"0.9318"
"52506";"2025-01-17";"2025-01-24";"2025-01-29";"25627";"3.8376";"1.1993"
"52507";"2025-01-17";"2025-01-24";"2025-01-29";"24141";"1.2184";"0.3808"
"52508";"2025-01-17";"2025-01-24";"2025-01-29";"13815";"2.7184";"0.8495"
"52509";"2025-01-17";"2025-01-24";"2025-01-29";"17601";"12.4360";"3.8863"
"52510";"2025-01-17";"2025-01-24";"2025-01-29";"13339";"2.4776";"0.7743"
"52511";"2025-01-17";"2025-01-24";"2025-01-29";"13854";"64.3576";"20.1118"
"52512";"2025-01-17";"2025-01-24";"2025-01-29";"11016";"186.5824";"58.3070"
"52513";"2025-01-17";"2025-01-24";"2025-01-29";"11618";"189.5968";"59.2490"
"52514";"2025-01-17";"2025-01-24";"2025-01-29";"11675";"185.5992";"57.9998"
"52515";"2025-01-17";"2025-01-24";"2025-01-29";"12052";"188.5824";"58.9320"
"52516";"2025-01-17";"2025-01-24";"2025-01-29";"11946";"44.3976";"13.8743"
"52517";"2025-01-17";"2025-01-24";"2025-01-29";"28673";"64.1464";"20.0458"
"52518";"2025-01-17";"2025-01-24";"2025-01-29";"23172";"98.4896";"30.7780"
"52519";"2025-01-17";"2025-01-24";"2025-01-29";"21332";"45.4208";"14.1940"
"52520";"2025-01-17";"2025-01-24";"2025-01-29";"21309";"94.6776";"29.5868"
"52521";"2025-01-17";"2025-01-24";"2025-01-29";"19405";"93.6384";"29.2620"
"52522";"2025-01-18";"2025-01-25";"2025-01-30";"16514";"94.6776";"29.5868"
"52523";"2025-01-18";"2025-01-25";"2025-01-30";"12123";"188.1568";"58.7990"
"52524";"2025-01-18";"2025-01-25";"2025-01-30";"11793";"2.7992";"0.8748"
"52525";"2025-01-18";"2025-01-25";"2025-01-30";"13668";"2.1824";"0.6820"
"52526";"2025-01-18";"2025-01-25";"2025-01-30";"11115";"2.1824";"0.6820"
"52527";"2025-01-18";"2025-01-25";"2025-01-30";"15720";"2.8184";"0.8808"
"52528";"2025-01-18";"2025-01-25";"2025-01-30";"20460";"1.7192";"0.5373"
"52529";"2025-01-18";"2025-01-25";"2025-01-30";"20255";"6.0384";"1.8870"
"52530";"2025-01-18";"2025-01-25";"2025-01-30";"22167";"9.9184";"3.0995"
"52531";"2025-01-18";"2025-01-25";"2025-01-30";"11965";"5.3576";"1.6743"
"52532";"2025-01-18";"2025-01-25";"2025-01-30";"12370";"0.1832";"0.0573"
"52533";"2025-01-18";"2025-01-25";"2025-01-30";"15631";"64.1416";"20.0443"
"52534";"2025-01-18";"2025-01-25";"2025-01-30";"20861";"64.5160";"20.1613"
"52535";"2025-01-18";"2025-01-25";"2025-01-30";"11176";"1.9024";"0.5945"
"52536";"2025-01-18";"2025-01-25";"2025-01-30";"26123";"5.1976";"1.6243"
"52537";"2025-01-18";"2025-01-25";"2025-01-30";"21252";"2.3984";"0.7495"
"52538";"2025-01-18";"2025-01-25";"2025-01-30";"11176";"6.3976";"1.9993"
"52539";"2025-01-18";"2025-01-25";"2025-01-30";"22055";"1.9176";"0.5993"
"52540";"2025-01-18";"2025-01-25";"2025-01-30";"14582";"1.1984";"0.3745"
"52541";"2025-01-18";"2025-01-25";"2025-01-30";"28631";"11.5576";"3.6118"
"52542";"2025-01-18";"2025-01-25";"2025-01-30";"28101";"6.3184";"1.9745"
"52543";"2025-01-18";"2025-01-25";"2025-01-30";"14359";"6.3184";"1.9745"
"52544";"2025-01-18";"2025-01-25";"2025-01-30";"23682";"4.7984";"1.4995"
"52545";"2025-01-18";"2025-01-25";"2025-01-30";"14901";"0.5824";"0.1820"
"52546";"2025-01-18";"2025-01-25";"2025-01-30";"24415";"0.3992";"0.1248"
"52547";"2025-01-18";"2025-01-25";"2025-01-30";"14644";"0.5824";"0.1820"
"52548";"2025-01-18";"2025-01-25";"2025-01-30";"18145";"5.7576";"1.7993"
"52549";"2025-01-18";"2025-01-25";"2025-01-30";"19277";"3.1984";"0.9995"
"52550";"2025-01-18";"2025-01-25";"2025-01-30";"13596";"0.7992";"0.2498"
"52551";"2025-01-18";"2025-01-25";"2025-01-30";"21003";"3.9976";"1.2493"
"52552";"2025-01-18";"2025-01-25";"2025-01-30";"14156";"2.7184";"0.8495"
"52553";"2025-01-18";"2025-01-25";"2025-01-30";"25547";"0.3192";"0.0998"
"52554";"2025-01-18";"2025-01-25";"2025-01-30";"27002";"3.1184";"0.9745"
"52555";"2025-01-18";"2025-01-25";"2025-01-30";"14814";"2.7184";"0.8495"
"52556";"2025-01-18";"2025-01-25";"2025-01-30";"11404";"2.7184";"0.8495"
"52557";"2025-01-18";"2025-01-25";"2025-01-30";"17786";"3.1984";"0.9995"
"52558";"2025-01-18";"2025-01-25";"2025-01-30";"11065";"15.7032";"4.9073"
"52559";"2025-01-18";"2025-01-25";"2025-01-30";"12837";"0.3992";"0.1248"
"52560";"2025-01-18";"2025-01-25";"2025-01-30";"11231";"4.9576";"1.5493"
"52561";"2025-01-18";"2025-01-25";"2025-01-30";"11500";"6.7176";"2.0993"
"52562";"2025-01-18";"2025-01-25";"2025-01-30";"13275";"1.7584";"0.5495"
"52563";"2025-01-18";"2025-01-25";"2025-01-30";"18986";"4.5576";"1.4243"
"52564";"2025-01-18";"2025-01-25";"2025-01-30";"12367";"3.9992";"1.2498"
"52565";"2025-01-18";"2025-01-25";"2025-01-30";"11831";"188.3984";"58.8745"
"52566";"2025-01-18";"2025-01-25";"2025-01-30";"11227";"186.5560";"58.2988"
"52567";"2025-01-18";"2025-01-25";"2025-01-30";"11329";"185.5992";"57.9998"
"52568";"2025-01-18";"2025-01-25";"2025-01-30";"26667";"48.6368";"15.1990"
"52569";"2025-01-18";"2025-01-25";"2025-01-30";"19766";"47.1168";"14.7240"
"52570";"2025-01-18";"2025-01-25";"2025-01-30";"21647";"48.7168";"15.2240"
"52571";"2025-01-18";"2025-01-25";"2025-01-30";"19402";"100.3576";"31.3618"
"52572";"2025-01-18";"2025-01-25";"2025-01-30";"19529";"93.5568";"29.2365"
"52573";"2025-01-18";"2025-01-25";"2025-01-30";"25616";"43.1992";"13.4998"
"52574";"2025-01-18";"2025-01-25";"2025-01-30";"21030";"43.1992";"13.4998"
"52575";"2025-01-18";"2025-01-25";"2025-01-30";"21061";"48.6368";"15.1990"
"52576";"2025-01-18";"2025-01-25";"2025-01-30";"14940";"193.5248";"60.4765"
"52577";"2025-01-19";"2025-01-26";"2025-01-31";"11346";"196.3160";"61.3488"
"52578";"2025-01-19";"2025-01-26";"2025-01-31";"11961";"2.7992";"0.8748"
"52579";"2025-01-19";"2025-01-26";"2025-01-31";"11098";"2.3984";"0.7495"
"52580";"2025-01-19";"2025-01-26";"2025-01-31";"15216";"2.1824";"0.6820"
"52581";"2025-01-19";"2025-01-26";"2025-01-31";"19570";"3.6760";"1.1488"
"52582";"2025-01-19";"2025-01-26";"2025-01-31";"22924";"7.2760";"2.2738"
"52583";"2025-01-19";"2025-01-26";"2025-01-31";"21254";"7.1976";"2.2493"
"52584";"2025-01-19";"2025-01-26";"2025-01-31";"25820";"3.9176";"1.2243"
"52585";"2025-01-19";"2025-01-26";"2025-01-31";"15018";"0.7192";"0.2248"
"52586";"2025-01-19";"2025-01-26";"2025-01-31";"16679";"5.7264";"1.7895"
"52587";"2025-01-19";"2025-01-26";"2025-01-31";"27729";"1.0384";"0.3245"
"52588";"2025-01-19";"2025-01-26";"2025-01-31";"26599";"2.3192";"0.7248"
"52589";"2025-01-19";"2025-01-26";"2025-01-31";"25156";"2.9272";"0.9148"
"52590";"2025-01-19";"2025-01-26";"2025-01-31";"21442";"1.1984";"0.3745"
"52591";"2025-01-19";"2025-01-26";"2025-01-31";"18053";"0.5824";"0.1820"
"52592";"2025-01-19";"2025-01-26";"2025-01-31";"17014";"0.3992";"0.1248"
"52593";"2025-01-19";"2025-01-26";"2025-01-31";"17369";"0.5824";"0.1820"
"52594";"2025-01-19";"2025-01-26";"2025-01-31";"14468";"0.5824";"0.1820"
"52595";"2025-01-19";"2025-01-26";"2025-01-31";"18926";"7.3560";"2.2988"
"52596";"2025-01-19";"2025-01-26";"2025-01-31";"15112";"7.5584";"2.3620"
"52597";"2025-01-19";"2025-01-26";"2025-01-31";"16563";"1.1184";"0.3495"
"52598";"2025-01-19";"2025-01-26";"2025-01-31";"19826";"5.7576";"1.7993"
"52599";"2025-01-19";"2025-01-26";"2025-01-31";"12506";"9.5984";"2.9995"
"52600";"2025-01-19";"2025-01-26";"2025-01-31";"16568";"5.5976";"1.7493"
"52601";"2025-01-19";"2025-01-26";"2025-01-31";"23989";"4.7184";"1.4745"
"52602";"2025-01-19";"2025-01-26";"2025-01-31";"28903";"1.9024";"0.5945"
"52603";"2025-01-19";"2025-01-26";"2025-01-31";"25803";"2.4384";"0.7620"
"52604";"2025-01-19";"2025-01-26";"2025-01-31";"22705";"3.1184";"0.9745"
"52605";"2025-01-19";"2025-01-26";"2025-01-31";"11581";"3.1184";"0.9745"
"52606";"2025-01-19";"2025-01-26";"2025-01-31";"26395";"2.0384";"0.6370"
"52607";"2025-01-19";"2025-01-26";"2025-01-31";"16958";"6.5168";"2.0365"
"52608";"2025-01-19";"2025-01-26";"2025-01-31";"12567";"0.7192";"0.2248"
"52609";"2025-01-19";"2025-01-26";"2025-01-31";"13884";"68.9152";"21.5360"
"52610";"2025-01-19";"2025-01-26";"2025-01-31";"28678";"60.7432";"18.9823"
"52611";"2025-01-19";"2025-01-26";"2025-01-31";"18557";"94.3576";"29.4868"
"52612";"2025-01-19";"2025-01-26";"2025-01-31";"22653";"95.0768";"29.7115"
"52613";"2025-01-19";"2025-01-26";"2025-01-31";"25701";"48.0368";"15.0115"
"52614";"2025-01-19";"2025-01-26";"2025-01-31";"21033";"44.3176";"13.8493"
"52615";"2025-01-20";"2025-01-27";"2025-02-01";"11432";"186.3984";"58.2495"
"52616";"2025-01-20";"2025-01-27";"2025-02-01";"11485";"191.8776";"59.9618"
"52617";"2025-01-20";"2025-01-27";"2025-02-01";"11957";"3.9176";"1.2243"
"52618";"2025-01-20";"2025-01-27";"2025-02-01";"16166";"5.5976";"1.7493"
"52619";"2025-01-20";"2025-01-27";"2025-02-01";"15031";"2.5824";"0.8070"
"52620";"2025-01-20";"2025-01-27";"2025-02-01";"17381";"15.1144";"4.7233"
"52621";"2025-01-20";"2025-01-27";"2025-02-01";"29290";"0.3992";"0.1248"
"52622";"2025-01-20";"2025-01-27";"2025-02-01";"17070";"4.3192";"1.3498"
"52623";"2025-01-20";"2025-01-27";"2025-02-01";"17238";"4.3192";"1.3498"
"52624";"2025-01-20";"2025-01-27";"2025-02-01";"14008";"2.7992";"0.8748"
"52625";"2025-01-20";"2025-01-27";"2025-02-01";"14848";"45.1992";"14.1248"
"52626";"2025-01-20";"2025-01-27";"2025-02-01";"11019";"3.0376";"0.9493"
"52627";"2025-01-20";"2025-01-27";"2025-02-01";"24930";"5.1976";"1.6243"
"52628";"2025-01-20";"2025-01-27";"2025-02-01";"24777";"5.7264";"1.7895"
"52629";"2025-01-20";"2025-01-27";"2025-02-01";"20104";"2.1824";"0.6820"
"52630";"2025-01-20";"2025-01-27";"2025-02-01";"23502";"2.5824";"0.8070"
"52631";"2025-01-20";"2025-01-27";"2025-02-01";"21715";"1.1984";"0.3745"
"52632";"2025-01-20";"2025-01-27";"2025-02-01";"21574";"9.9560";"3.1113"
"52633";"2025-01-20";"2025-01-27";"2025-02-01";"15559";"1.1984";"0.3745"
"52634";"2025-01-20";"2025-01-27";"2025-02-01";"11330";"1.1984";"0.3745"
"52635";"2025-01-20";"2025-01-27";"2025-02-01";"12919";"5.1576";"1.6118"
"52636";"2025-01-20";"2025-01-27";"2025-02-01";"14916";"2.1576";"0.6743"
"52637";"2025-01-20";"2025-01-27";"2025-02-01";"14507";"3.1984";"0.9995"
"52638";"2025-01-20";"2025-01-27";"2025-02-01";"18055";"2.9568";"0.9240"
"52639";"2025-01-20";"2025-01-27";"2025-02-01";"16057";"3.1984";"0.9995"
"52640";"2025-01-20";"2025-01-27";"2025-02-01";"16454";"3.1984";"0.9995"
"52641";"2025-01-20";"2025-01-27";"2025-02-01";"19262";"1.9992";"0.6248"
"52642";"2025-01-20";"2025-01-27";"2025-02-01";"14707";"2.9832";"0.9323"
"52643";"2025-01-20";"2025-01-27";"2025-02-01";"12295";"3.6176";"1.1305"
"52644";"2025-01-20";"2025-01-27";"2025-02-01";"28402";"5.7264";"1.7895"
"52645";"2025-01-20";"2025-01-27";"2025-02-01";"17637";"11.9984";"3.7495"
"52646";"2025-01-20";"2025-01-27";"2025-02-01";"26401";"3.1184";"0.9745"
"52647";"2025-01-20";"2025-01-27";"2025-02-01";"20940";"3.1184";"0.9745"
"52648";"2025-01-20";"2025-01-27";"2025-02-01";"28450";"5.5176";"1.7243"
"52649";"2025-01-20";"2025-01-27";"2025-02-01";"11081";"2.9832";"0.9323"
"52650";"2025-01-20";"2025-01-27";"2025-02-01";"11724";"3.3824";"1.0570"
"52651";"2025-01-20";"2025-01-27";"2025-02-01";"13318";"3.8352";"1.1985"
"52652";"2025-01-20";"2025-01-27";"2025-02-01";"11923";"2.8000";"0.8750"
"52653";"2025-01-20";"2025-01-27";"2025-02-01";"14339";"5.7560";"1.7988"
"52654";"2025-01-20";"2025-01-27";"2025-02-01";"16870";"6.1576";"1.9243"
"52655";"2025-01-20";"2025-01-27";"2025-02-01";"12716";"6.2784";"1.9620"
"52656";"2025-01-20";"2025-01-27";"2025-02-01";"13153";"8.5568";"2.6740"
"52657";"2025-01-20";"2025-01-27";"2025-02-01";"11817";"185.5992";"57.9998"
"52658";"2025-01-20";"2025-01-27";"2025-02-01";"11825";"185.7824";"58.0570"
"52659";"2025-01-20";"2025-01-27";"2025-02-01";"25743";"62.9064";"19.6583"
"52660";"2025-01-20";"2025-01-27";"2025-02-01";"16663";"71.4776";"22.3368"
"52661";"2025-01-20";"2025-01-27";"2025-02-01";"28769";"60.1072";"18.7835"
"52662";"2025-01-20";"2025-01-27";"2025-02-01";"23209";"97.9072";"30.5960"
"52663";"2025-01-20";"2025-01-27";"2025-02-01";"25096";"98.9424";"30.9195"
"52664";"2025-01-20";"2025-01-27";"2025-02-01";"23164";"98.3064";"30.7208"
"52665";"2025-01-20";"2025-01-27";"2025-02-01";"19451";"93.6384";"29.2620"
"52666";"2025-01-20";"2025-01-27";"2025-02-01";"26985";"93.1576";"29.1118"
"52667";"2025-01-20";"2025-01-27";"2025-02-01";"27953";"43.9184";"13.7245"
"52668";"2025-01-20";"2025-01-27";"2025-02-01";"27821";"194.2440";"60.7013"
"52669";"2025-01-20";"2025-01-27";"2025-02-01";"12277";"99.0256";"30.9455"
"52670";"2025-01-21";"2025-01-28";"2025-02-02";"18483";"198.2672";"61.9585"
"52671";"2025-01-21";"2025-01-28";"2025-02-02";"11425";"200.1568";"62.5490"
"52672";"2025-01-21";"2025-01-28";"2025-02-02";"13613";"2.1824";"0.6820"
"52673";"2025-01-21";"2025-01-28";"2025-02-02";"13120";"3.9584";"1.2370"
"52674";"2025-01-21";"2025-01-28";"2025-02-02";"14859";"2.5016";"0.7818"
"52675";"2025-01-21";"2025-01-28";"2025-02-02";"18282";"1.7584";"0.5495"
"52676";"2025-01-21";"2025-01-28";"2025-02-02";"12012";"0.7192";"0.2248"
"52677";"2025-01-21";"2025-01-28";"2025-02-02";"14073";"3.1104";"0.9720"
"52678";"2025-01-21";"2025-01-28";"2025-02-02";"17086";"140.0784";"43.7745"
"52679";"2025-01-21";"2025-01-28";"2025-02-02";"21092";"138.2616";"43.2068"
"52680";"2025-01-21";"2025-01-28";"2025-02-02";"16405";"65.5584";"20.4870"
"52681";"2025-01-21";"2025-01-28";"2025-02-02";"11703";"5.0384";"1.5745"
"52682";"2025-01-21";"2025-01-28";"2025-02-02";"11142";"0.1832";"0.0573"
"52683";"2025-01-21";"2025-01-28";"2025-02-02";"11845";"3.1984";"0.9995"
"52684";"2025-01-21";"2025-01-28";"2025-02-02";"26480";"1.9024";"0.5945"
"52685";"2025-01-21";"2025-01-28";"2025-02-02";"27192";"2.7184";"0.8495"
"52686";"2025-01-21";"2025-01-28";"2025-02-02";"28049";"2.2216";"0.6943"
"52687";"2025-01-21";"2025-01-28";"2025-02-02";"13268";"5.5176";"1.7243"
"52688";"2025-01-21";"2025-01-28";"2025-02-02";"26551";"2.3192";"0.7248"
"52689";"2025-01-21";"2025-01-28";"2025-02-02";"24292";"3.1104";"0.9720"
"52690";"2025-01-21";"2025-01-28";"2025-02-02";"23289";"2.7984";"0.8745"
"52691";"2025-01-21";"2025-01-28";"2025-02-02";"24952";"5.7264";"1.7895"
"52692";"2025-01-21";"2025-01-28";"2025-02-02";"21630";"1.1984";"0.3745"
"52693";"2025-01-21";"2025-01-28";"2025-02-02";"20334";"5.5992";"1.7498"
"52694";"2025-01-21";"2025-01-28";"2025-02-02";"17165";"0.3992";"0.1248"
"52695";"2025-01-21";"2025-01-28";"2025-02-02";"23449";"0.5824";"0.1820"
"52696";"2025-01-21";"2025-01-28";"2025-02-02";"15158";"3.1984";"0.9995"
"52697";"2025-01-21";"2025-01-28";"2025-02-02";"22739";"0.5824";"0.1820"
"52698";"2025-01-21";"2025-01-28";"2025-02-02";"19247";"1.9992";"0.6248"
"52699";"2025-01-21";"2025-01-28";"2025-02-02";"15461";"6.7176";"2.0993"
"52700";"2025-01-21";"2025-01-28";"2025-02-02";"13499";"10.6792";"3.3373"
"52701";"2025-01-21";"2025-01-28";"2025-02-02";"12869";"2.6080";"0.8150"
"52702";"2025-01-21";"2025-01-28";"2025-02-02";"28737";"5.5992";"1.7498"
"52703";"2025-01-21";"2025-01-28";"2025-02-02";"22559";"0.3992";"0.1248"
"52704";"2025-01-21";"2025-01-28";"2025-02-02";"16418";"2.1824";"0.6820"
"52705";"2025-01-21";"2025-01-28";"2025-02-02";"12260";"14.6224";"4.5695"
"52706";"2025-01-21";"2025-01-28";"2025-02-02";"25719";"4.8376";"1.5118"
"52707";"2025-01-21";"2025-01-28";"2025-02-02";"15052";"0.5824";"0.1820"
"52708";"2025-01-21";"2025-01-28";"2025-02-02";"11176";"5.2776";"1.6493"
"52709";"2025-01-21";"2025-01-28";"2025-02-02";"11198";"2.8000";"0.8750"
"52710";"2025-01-21";"2025-01-28";"2025-02-02";"12040";"3.3824";"1.0570"
"52711";"2025-01-21";"2025-01-28";"2025-02-02";"13349";"1.7584";"0.5495"
"52712";"2025-01-21";"2025-01-28";"2025-02-02";"16910";"5.7576";"1.7993"
"52713";"2025-01-21";"2025-01-28";"2025-02-02";"12568";"0.7192";"0.2248"
"52714";"2025-01-21";"2025-01-28";"2025-02-02";"18990";"44.9576";"14.0493"
"52715";"2025-01-21";"2025-01-28";"2025-02-02";"22893";"198.2592";"61.9560"
"52716";"2025-01-21";"2025-01-28";"2025-02-02";"11834";"186.3984";"58.2495"
"52717";"2025-01-21";"2025-01-28";"2025-02-02";"14011";"140.8376";"44.0118"
"52718";"2025-01-21";"2025-01-28";"2025-02-02";"14125";"136.0792";"42.5248"
"52719";"2025-01-21";"2025-01-28";"2025-02-02";"28326";"195.4032";"61.0635"
"52720";"2025-01-21";"2025-01-28";"2025-02-02";"27910";"45.9984";"14.3745"
"52721";"2025-01-21";"2025-01-28";"2025-02-02";"25097";"101.5072";"31.7210"
"52722";"2025-01-21";"2025-01-28";"2025-02-02";"24662";"199.4832";"62.3385"
"52723";"2025-01-21";"2025-01-28";"2025-02-02";"21648";"43.9184";"13.7245"
"52724";"2025-01-21";"2025-01-28";"2025-02-02";"22640";"91.9576";"28.7368"
"52725";"2025-01-21";"2025-01-28";"2025-02-02";"12132";"200.6424";"62.7008"
"52726";"2025-01-22";"2025-01-29";"2025-02-03";"16740";"201.6664";"63.0208"
"52727";"2025-01-22";"2025-01-29";"2025-02-03";"25815";"3.1984";"0.9995"
"52728";"2025-01-22";"2025-01-29";"2025-02-03";"13639";"0.3192";"0.0998"
"52729";"2025-01-22";"2025-01-29";"2025-02-03";"23758";"140.3984";"43.8745"
"52730";"2025-01-22";"2025-01-29";"2025-02-03";"20838";"140.7160";"43.9738"
"52731";"2025-01-22";"2025-01-29";"2025-02-03";"11378";"189.1976";"59.1243"
"52732";"2025-01-22";"2025-01-29";"2025-02-03";"23630";"198.5456";"62.0455"
"52733";"2025-01-22";"2025-01-29";"2025-02-03";"19459";"198.2672";"61.9585"
"52734";"2025-01-22";"2025-01-29";"2025-02-03";"11737";"2.7992";"0.8748"
"52735";"2025-01-22";"2025-01-29";"2025-02-03";"26250";"12.5016";"3.9068"
"52736";"2025-01-22";"2025-01-29";"2025-02-03";"12892";"12.5016";"3.9068"
"52737";"2025-01-22";"2025-01-29";"2025-02-03";"24389";"3.6464";"1.1395"
"52738";"2025-01-22";"2025-01-29";"2025-02-03";"23069";"5.5976";"1.7493"
"52739";"2025-01-22";"2025-01-29";"2025-02-03";"19726";"2.9816";"0.9318"
"52740";"2025-01-22";"2025-01-29";"2025-02-03";"11723";"2.3992";"0.7498"
"52741";"2025-01-22";"2025-01-29";"2025-02-03";"12054";"1.1984";"0.3745"
"52742";"2025-01-22";"2025-01-29";"2025-02-03";"20361";"5.5992";"1.7498"
"52743";"2025-01-22";"2025-01-29";"2025-02-03";"19544";"10.6376";"3.3243"
"52744";"2025-01-22";"2025-01-29";"2025-02-03";"17583";"3.1984";"0.9995"
"52745";"2025-01-22";"2025-01-29";"2025-02-03";"19639";"5.1576";"1.6118"
"52746";"2025-01-22";"2025-01-29";"2025-02-03";"14505";"4.9568";"1.5490"
"52747";"2025-01-22";"2025-01-29";"2025-02-03";"18644";"8.0368";"2.5115"
"52748";"2025-01-22";"2025-01-29";"2025-02-03";"17211";"3.8352";"1.1985"
"52749";"2025-01-22";"2025-01-29";"2025-02-03";"14166";"5.7576";"1.7993"
"52750";"2025-01-22";"2025-01-29";"2025-02-03";"21110";"2.7984";"0.8745"
"52751";"2025-01-22";"2025-01-29";"2025-02-03";"17649";"0.3192";"0.0998"
"52752";"2025-01-22";"2025-01-29";"2025-02-03";"19521";"4.3184";"1.3495"
"52753";"2025-01-22";"2025-01-29";"2025-02-03";"14820";"2.9816";"0.9318"
"52754";"2025-01-22";"2025-01-29";"2025-02-03";"18635";"13.0392";"4.0748"
"52755";"2025-01-22";"2025-01-29";"2025-02-03";"16459";"0.5824";"0.1820"
"52756";"2025-01-22";"2025-01-29";"2025-02-03";"12514";"0.7192";"0.2248"
"52757";"2025-01-22";"2025-01-29";"2025-02-03";"12948";"6.1576";"1.9243"
"52758";"2025-01-22";"2025-01-29";"2025-02-03";"11688";"191.1168";"59.7240"
"52759";"2025-01-22";"2025-01-29";"2025-02-03";"11217";"189.9984";"59.3745"
"52760";"2025-01-22";"2025-01-29";"2025-02-03";"11665";"188.1568";"58.7990"
"52761";"2025-01-22";"2025-01-29";"2025-02-03";"11979";"188.1768";"58.8053"
"52762";"2025-01-22";"2025-01-29";"2025-02-03";"11534";"187.3168";"58.5365"
"52763";"2025-01-22";"2025-01-29";"2025-02-03";"20154";"45.9984";"14.3745"
"52764";"2025-01-22";"2025-01-29";"2025-02-03";"28323";"190.7256";"59.6018"
"52765";"2025-01-22";"2025-01-29";"2025-02-03";"26317";"63.3056";"19.7830"
"52766";"2025-01-22";"2025-01-29";"2025-02-03";"16222";"44.9184";"14.0370"
"52767";"2025-01-22";"2025-01-29";"2025-02-03";"16223";"45.0368";"14.0740"
"52768";"2025-01-22";"2025-01-29";"2025-02-03";"19336";"93.9584";"29.3620"
"52769";"2025-01-22";"2025-01-29";"2025-02-03";"19381";"93.6384";"29.2620"
"52770";"2025-01-22";"2025-01-29";"2025-02-03";"21050";"46.7176";"14.5993"
"52771";"2025-01-22";"2025-01-29";"2025-02-03";"22642";"95.9176";"29.9743"
"52772";"2025-01-22";"2025-01-29";"2025-02-03";"21031";"47.8360";"14.9488"
"52773";"2025-01-22";"2025-01-29";"2025-02-03";"29391";"45.9984";"14.3745"
"52774";"2025-01-22";"2025-01-29";"2025-02-03";"14830";"194.6432";"60.8260"
"52775";"2025-01-22";"2025-01-29";"2025-02-03";"29411";"97.9072";"30.5960"
"52776";"2025-01-22";"2025-01-29";"2025-02-03";"18469";"195.4680";"61.0838"
"52777";"2025-01-22";"2025-01-29";"2025-02-03";"28107";"64.8256";"20.2580"
"52778";"2025-01-23";"2025-01-30";"2025-02-04";"11215";"7.9168";"2.4740"
"52779";"2025-01-23";"2025-01-30";"2025-02-04";"15125";"2.5016";"0.7818"
"52780";"2025-01-23";"2025-01-30";"2025-02-04";"15217";"2.5016";"0.7818"
"52781";"2025-01-23";"2025-01-30";"2025-02-04";"16627";"2.3992";"0.7498"
"52782";"2025-01-23";"2025-01-30";"2025-02-04";"26543";"1.1384";"0.3558"
"52783";"2025-01-23";"2025-01-30";"2025-02-04";"15137";"7.8376";"2.4493"
"52784";"2025-01-23";"2025-01-30";"2025-02-04";"11398";"183.5992";"57.3748"
"52785";"2025-01-23";"2025-01-30";"2025-02-04";"19448";"203.4752";"63.5860"
"52786";"2025-01-23";"2025-01-30";"2025-02-04";"11637";"0.1832";"0.0573"
"52787";"2025-01-23";"2025-01-30";"2025-02-04";"27222";"0.9552";"0.2985"
"52788";"2025-01-23";"2025-01-30";"2025-02-04";"29248";"2.1824";"0.6820"
"52789";"2025-01-23";"2025-01-30";"2025-02-04";"11078";"5.1576";"1.6118"
"52790";"2025-01-23";"2025-01-30";"2025-02-04";"26736";"2.0384";"0.6370"
"52791";"2025-01-23";"2025-01-30";"2025-02-04";"11711";"2.1824";"0.6820"
"52792";"2025-01-23";"2025-01-30";"2025-02-04";"25890";"1.9992";"0.6248"
"52793";"2025-01-23";"2025-01-30";"2025-02-04";"11922";"2.7984";"0.8745"
"52794";"2025-01-23";"2025-01-30";"2025-02-04";"23801";"6.6072";"2.0648"
"52795";"2025-01-23";"2025-01-30";"2025-02-04";"22970";"6.3168";"1.9740"
"52796";"2025-01-23";"2025-01-30";"2025-02-04";"21459";"1.1984";"0.3745"
"52797";"2025-01-23";"2025-01-30";"2025-02-04";"12530";"9.9184";"3.0995"
"52798";"2025-01-23";"2025-01-30";"2025-02-04";"20378";"9.5984";"2.9995"
"52799";"2025-01-23";"2025-01-30";"2025-02-04";"18111";"0.3992";"0.1248"
"52800";"2025-01-23";"2025-01-30";"2025-02-04";"19241";"11.8776";"3.7118"
"52801";"2025-01-23";"2025-01-30";"2025-02-04";"17554";"3.1984";"0.9995"
"52802";"2025-01-23";"2025-01-30";"2025-02-04";"18751";"3.1984";"0.9995"
